Feature ID	Taxon
seq2312	k__Fungi; none; none; none; none; none; none
seq2313	k__Fungi; none; none; none; none; none; none
seq2314	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; g__Gorgomyces; none
seq2315	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2316	k__Fungi; p__Ascomycota; c__Orbiliomycetes; none; none; none; none
seq2317	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; none
seq2318	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; none; none
seq2319	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; none
seq2320	k__Fungi; none; none; none; none; none; none
seq2321	k__Fungi; none; none; none; none; none; none
seq2322	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora; none
seq2323	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; none
seq2324	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq2325	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; none; none; none
seq2326	k__Fungi; p__Ascomycota; c__Sordariomycetes; none; none; none; none
seq2327	k__Fungi; p__Rozellomycota; none; none; none; none; none
seq2328	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; none; none; none
seq2329	k__Fungi; p__Basidiomycota; none; none; none; none; none
seq2330	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2331	k__Fungi; p__Rozellomycota; none; none; none; none; none
seq2332	k__Fungi; p__Basidiomycota; none; none; none; none; none
seq2333	k__Fungi; p__Chytridiomycota; none; none; none; none; none
seq2334	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; none; none; none
seq2335	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Lophiostomataceae; g__Lophiostoma; s__corticola
seq2336	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__spinosum
seq2337	k__Fungi; p__Chytridiomycota; none; none; none; none; none
seq2338	k__Fungi; none; none; none; none; none; none
seq2339	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia; none
seq2340	k__Fungi; none; none; none; none; none; none
seq2341	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; none; none
seq2342	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; none; none
seq2343	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2344	k__Fungi; none; none; none; none; none; none
seq2345	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Leptodontidium; none
seq2346	k__Fungi; none; none; none; none; none; none
seq2347	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Leucosporidium; s__golubevii
seq2348	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Phaeomoniellales; none; none; none
seq2349	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; none; none
seq2350	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2351	k__Fungi; p__Ascomycota; c__Eurotiomycetes; none; none; none; none
seq2352	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq2353	k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Exobasidiales; f__Exobasidiaceae; g__Exobasidium; s__maculosum
seq2354	k__Fungi; none; none; none; none; none; none
seq2355	k__Fungi; none; none; none; none; none; none
seq2356	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; none; none
seq2357	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Steccherinaceae; g__Flaviporus; s__citrinellus
seq2358	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; none; none; none
seq2359	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; s__letifera
seq2360	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Hannaella; s__coprosmae
seq2361	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq2362	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; none; none; none
seq2363	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2364	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriaceae; g__Ceramothyrium; s__carniolicum
seq2365	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Diplodia; s__corticola
seq2366	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiales_fam_Incertae_sedis; g__Microcyclospora; s__tardicrescens
seq2367	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; none; none; none
seq2368	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Didymella; s__bellidis
seq2369	k__Fungi; none; none; none; none; none; none
seq2370	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; none; none
seq2371	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Chalara; none
seq2372	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Physalacriaceae; g__Cylindrobasidium; s__evolvens
seq2373	k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales; f__Powellomycetaceae; none; none
seq2374	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; none; none
seq2375	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Sympoventuriaceae; g__Scolecobasidium; s__excentricum
seq2376	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; none; none
seq2377	k__Fungi; p__Rozellomycota; c__Rozellomycotina_cls_Incertae_sedis; o__GS04; none; none; none
seq2378	k__Fungi; none; none; none; none; none; none
seq2379	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Sympodiella; s__quercina
seq2380	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq2381	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; none; none
seq2382	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavulinopsis; none
seq2383	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; none; none; none
seq2384	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2385	k__Fungi; none; none; none; none; none; none
seq2386	k__Fungi; none; none; none; none; none; none
seq2387	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; none; none
seq2388	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2389	k__Fungi; none; none; none; none; none; none
seq2390	k__Fungi; p__Rozellomycota; none; none; none; none; none
seq2391	k__Fungi; none; none; none; none; none; none
seq2392	k__Fungi; none; none; none; none; none; none
seq2393	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__citrisporus
seq2394	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__agordina
seq2395	k__Fungi; none; none; none; none; none; none
seq2396	k__Fungi; none; none; none; none; none; none
seq2397	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces; s__kendrickii
seq2398	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Crepidotaceae; g__Crepidotus; none
seq2399	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; none
seq2400	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; none
seq2401	k__Fungi; p__Ascomycota; c__Sordariomycetes; none; none; none; none
seq2402	k__Fungi; none; none; none; none; none; none
seq2403	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Bankeraceae; g__Hydnellum; s__underwoodii
seq2404	k__Fungi; p__Ascomycota; c__Sordariomycetes; none; none; none; none
seq2405	k__Fungi; none; none; none; none; none; none
seq2406	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__globulifera
seq2407	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; none
seq2408	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2409	k__Fungi; none; none; none; none; none; none
seq2410	k__Fungi; none; none; none; none; none; none
seq2411	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; none; none; none
seq2412	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; none
seq2413	k__Fungi; none; none; none; none; none; none
seq2414	k__Fungi; none; none; none; none; none; none
seq2415	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; none
seq2416	k__Fungi; none; none; none; none; none; none
seq2417	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__kongii
seq2418	k__Fungi; none; none; none; none; none; none
seq2419	k__Fungi; p__Ascomycota; c__Sordariomycetes; none; none; none; none
seq2420	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2421	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora; s__olivacea
seq2422	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; none; none
seq2423	k__Fungi; none; none; none; none; none; none
seq2424	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2425	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Pleurotheciales; f__Pleurotheciaceae; g__Pleurothecium; s__semifecundum
seq2426	k__Fungi; p__Basidiomycota; none; none; none; none; none
seq2427	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Alatosessilispora; none
seq2428	k__Fungi; none; none; none; none; none; none
seq2429	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2430	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2431	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; none; none; none
seq2432	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Elsinoaceae; g__Elsinoe; s__violae
seq2433	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleraceae; g__Genolevuria; none
seq2434	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Phlebia; s__tremellosa
seq2435	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2436	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Curvularia; none
seq2437	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriaceae; g__Ceramothyrium; s__carniolicum
seq2438	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Stereum; s__sanguinolentum
seq2439	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Gnomoniaceae; none; none
seq2440	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleraceae; g__Fonsecazyma; none
seq2441	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2442	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae; none; none
seq2443	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; none; none
seq2444	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; none
seq2445	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq2446	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Bulleromyces; s__albus
seq2447	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2448	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Lophiotremataceae; g__Atrocalyx; s__krabiensis
seq2449	k__Fungi; p__Ascomycota; c__Sordariomycetes; none; none; none; none
seq2450	k__Fungi; p__Ascomycota; c__Leotiomycetes; none; none; none; none
seq2451	k__Fungi; none; none; none; none; none; none
seq2452	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; none; none; none
seq2453	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Teichosporaceae; g__Teichospora; none
seq2454	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Piskurozyma; none
seq2455	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Chrysozymaceae; g__Slooffia; none
seq2456	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; none; none; none
seq2457	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymosphaeriaceae; g__Pseudopithomyces; s__rosae
seq2458	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq2459	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; none; none
seq2460	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2461	k__Fungi; none; none; none; none; none; none
seq2462	k__Fungi; none; none; none; none; none; none
seq2463	k__Fungi; p__Ascomycota; c__Xylonomycetes; o__GS34; none; none; none
seq2464	k__Fungi; none; none; none; none; none; none
seq2465	k__Fungi; none; none; none; none; none; none
seq2466	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Trimorphomycetaceae; g__Saitozyma; none
seq2467	k__Fungi; none; none; none; none; none; none
seq2468	k__Fungi; none; none; none; none; none; none
seq2469	k__Fungi; p__Basidiomycota; none; none; none; none; none
seq2470	k__Fungi; none; none; none; none; none; none
seq2471	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces; s__albobiverticillius
seq2472	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; none; none
seq2473	k__Fungi; p__Ascomycota; c__Leotiomycetes; none; none; none; none
seq2474	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Lachnum; none
seq2475	k__Fungi; none; none; none; none; none; none
seq2476	k__Fungi; none; none; none; none; none; none
seq2477	k__Fungi; p__Ascomycota; c__Sordariomycetes; none; none; none; none
seq2478	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces; s__albobiverticillius
seq2479	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq2480	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__brasilianum
seq2481	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; none; none; none
seq2482	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lycoperdaceae; g__Lycoperdon; s__pyriforme
seq2483	k__Fungi; none; none; none; none; none; none
seq2484	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Byssocorticiaceae; g__Byssocorticium; s__atrovirens
seq2485	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; g__Leotia; s__lubrica
seq2486	k__Fungi; none; none; none; none; none; none
seq2487	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; none; none
seq2488	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Phialomyces; s__macrosporus
seq2489	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__Gibellulopsis; s__chrysanthemi
seq2490	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; none
seq2491	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Steccherinaceae; none; none
seq2492	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; none
seq2493	k__Fungi; none; none; none; none; none; none
seq2494	k__Fungi; p__Ascomycota; c__GS35; o__GS35; none; none; none
seq2495	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2496	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__opacum
seq2497	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; none
seq2498	k__Fungi; none; none; none; none; none; none
seq2499	k__Fungi; none; none; none; none; none; none
seq2500	k__Fungi; none; none; none; none; none; none
seq2501	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__opacum
seq2502	k__Fungi; p__Glomeromycota; c__Archaeosporomycetes; o__Archaeosporales; f__Archaeosporaceae; g__Archaeospora; none
seq2503	k__Fungi; p__Rozellomycota; none; none; none; none; none
seq2504	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; f__Pseudeurotiaceae; g__Pleuroascus; s__nicholsonii
seq2505	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Nectriopsis; none
seq2506	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; none
seq2507	k__Fungi; none; none; none; none; none; none
seq2508	k__Fungi; none; none; none; none; none; none
seq2509	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; none; none
seq2510	k__Fungi; none; none; none; none; none; none
seq2511	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2512	k__Fungi; none; none; none; none; none; none
seq2513	k__Fungi; none; none; none; none; none; none
seq2514	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2515	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2516	k__Fungi; none; none; none; none; none; none
seq2517	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida; s__albicans
seq2518	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Phaeomoniellales; f__Phaeomoniellaceae; none; none
seq2519	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq2520	k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Erythrobasidiales; none; none; none
seq2521	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2522	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia; none
seq2523	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Arachnopeziza; none
seq2524	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; none; none
seq2525	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2526	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; none
seq2527	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__Sebacina; none
seq2528	k__Fungi; none; none; none; none; none; none
seq2529	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2530	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Valsaceae; g__Cytospora; s__prunicola
seq2531	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothioraceae; g__Hormonema; s__macrosporum
seq2532	k__Fungi; none; none; none; none; none; none
seq2533	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2534	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Chrysozymaceae; none; none
seq2535	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2536	k__Fungi; p__Basidiomycota; none; none; none; none; none
seq2537	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Chrysozymaceae; g__Oberwinklerozyma; s__yarrowii
seq2538	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Piskurozyma; none
seq2539	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2540	k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; none; none; none
seq2541	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Elsinoaceae; none; none
seq2542	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Polydesmia; none
seq2543	k__Fungi; p__Olpidiomycota; c__GS18; o__GS18; none; none; none
seq2544	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq2545	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__cystojenkinii
seq2546	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Myrmecridiales; f__Myrmecridiales_fam_Incertae_sedis; g__Atractospora; none
seq2547	k__Fungi; none; none; none; none; none; none
seq2548	k__Fungi; none; none; none; none; none; none
seq2549	k__Fungi; p__Basidiomycota; none; none; none; none; none
seq2550	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metarhiziopsis; s__microspora
seq2551	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; none
seq2552	k__Fungi; none; none; none; none; none; none
seq2553	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2554	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Volutella; s__consors
seq2555	k__Fungi; none; none; none; none; none; none
seq2556	k__Fungi; p__Rozellomycota; none; none; none; none; none
seq2557	k__Fungi; none; none; none; none; none; none
seq2558	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; none
seq2559	k__Fungi; none; none; none; none; none; none
seq2560	k__Fungi; none; none; none; none; none; none
seq2561	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__chienii
seq2562	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; none; none
seq2563	k__Fungi; p__Ascomycota; c__Leotiomycetes; none; none; none; none
seq2564	k__Fungi; none; none; none; none; none; none
seq2565	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq2566	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Syzygosporaceae; g__Syzygospora; none
seq2567	k__Fungi; p__Rozellomycota; none; none; none; none; none
seq2568	k__Fungi; none; none; none; none; none; none
seq2569	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__cairnsense
seq2570	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; none; none
seq2571	k__Fungi; none; none; none; none; none; none
seq2572	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__tsukubaensis
seq2573	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; none; none; none
seq2574	k__Fungi; p__Ascomycota; c__Lecanoromycetes; none; none; none; none
seq2575	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetidae_ord_Incertae_sedis; f__Rhamphoriaceae; g__Xylolentia; s__brunneola
seq2576	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chaetosphaeria; none
seq2577	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__Peziza; none
seq2578	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; none; none; none
seq2579	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Macrolepiota; s__procera
seq2580	k__Fungi; none; none; none; none; none; none
seq2581	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__Peziza; s__atrovinosa
seq2582	k__Fungi; none; none; none; none; none; none
seq2583	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2584	k__Fungi; none; none; none; none; none; none
seq2585	k__Fungi; p__Ascomycota; c__Leotiomycetes; none; none; none; none
seq2586	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2587	k__Fungi; none; none; none; none; none; none
seq2588	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; none; none
seq2589	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2590	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; none
seq2591	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2592	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Phallales; f__Phallaceae; g__Phallus; none
seq2593	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; none; none; none
seq2594	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pseudoclitocybaceae; g__Harmajaea; s__harperi
seq2595	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2596	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2597	k__Fungi; p__Ascomycota; none; none; none; none; none
seq2598	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__tubarioides
seq2599	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Lactarius; s__imperceptus
seq2600	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiales_fam_Incertae_sedis; g__Microcyclospora; s__rhoicola
seq2601	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; none; none
seq2602	k__Fungi; p__Basidiomycota; c__Agaricomycetes; none; none; none; none
seq2603	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Acrodontium; none
seq2604	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Lophiostomataceae; none; none
